age,sex,educ,income,eastwest,happiness,health,lived_abroad
29,Male,5,1500,West,h5,4,Yes
41,Male,5,3000,West,h8,4,No
45,Female,3,900,West,h10,5,Yes
45,Male,5,5500,West,h8,4,Yes
59,Male,3,816,East,h4,2,No
68,Female,2,1000,West,h7,5,Yes
53,Male,2,680,East,h5,2,No
46,Male,4,1700,West,h8,3,No
33,Female,5,2300,West,h9,5,No
76,Male,2,1200,West,h10,3,No
69,Male,5,2500,West,h8,4,No
26,Male,5,1429,East,h7,4,No
67,Female,5,420,West,h10,5,Yes
23,Female,5,450,West,h9,4,No
48,Male,2,1300,East,h2,5,No
65,Male,2,1500,West,h7,1,No
56,Female,3,500,East,h6,3,No
46,Female,3,1000,East,h8,3,No
69,Male,4,3500,West,h9,4,No
51,Female,3,1625,West,h9,4,No
75,Male,3,1300,West,h5,3,Yes
61,Male,5,2875,West,h10,4,No
55,Male,3,390,East,h6,1,No
58,Male,4,150,West,h10,5,No
57,Female,2,1800,West,h7,4,No
21,Male,5,300,West,h9,4,Yes
59,Female,5,2700,West,h10,5,Yes
52,Male,3,1438,East,h10,4,No
31,Female,5,1800,West,h6,4,Yes
26,Male,5,2100,West,h7,4,No
76,Female,2,688,West,h9,3,No
31,Male,3,1800,East,h8,4,No
76,Male,2,1200,East,h6,3,No
73,Male,2,1400,East,h8,4,No
52,Male,5,1750,West,h8,4,No
75,Male,2,2375,West,h10,3,No
28,Female,5,1990,East,h8,4,Yes
46,Male,5,5000,West,h10,3,No
23,Male,3,2211,West,h9,5,No
53,Female,4,900,West,h6,4,No
64,Female,5,1400,East,h5,2,No
30,Female,5,875,West,h8,5,Yes
63,Male,2,1500,West,h9,2,No
73,Female,3,1500,East,h9,4,No
66,Female,2,720,East,h2,2,No
75,Male,2,1050,East,h9,4,No
63,Female,3,1800,East,h9,4,No
31,Female,3,1100,West,h8,3,Yes
46,Male,3,1000,East,h8,4,No
89,Female,5,2000,West,h9,3,No
47,Female,5,700,West,h8,4,Yes
53,Male,3,3500,East,h8,5,Yes
76,Male,2,1438,West,h10,4,No
78,Male,5,3300,West,h6,2,No
52,Female,5,2250,East,h8,4,Yes
73,Female,5,2375,East,h8,3,No
50,Male,5,6250,West,h8,4,No
47,Male,3,834,East,h9,3,No
58,Female,5,3500,West,h8,5,No
52,Female,2,710,East,h5,2,No
47,Male,2,450,West,h4,1,No
58,Male,3,742,East,h8,3,No
63,Female,2,795,West,h8,4,No
72,Male,2,780,East,h7,3,No
73,Male,4,3000,West,h10,5,Yes
48,Male,3,1600,West,h5,3,No
80,Female,2,200,West,h8,3,No
49,Male,3,3900,West,h8,4,No
60,Male,5,620,East,h7,3,No
51,Male,5,1200,West,h7,3,No
62,Male,5,1875,East,h8,3,No
53,Female,3,350,East,h6,2,Yes
26,Male,5,1300,West,h7,3,No
34,Female,5,5000,West,h8,3,Yes
32,Female,3,900,West,h10,5,Yes
48,Male,2,1900,West,h7,3,No
35,Female,5,1100,West,h9,5,No
31,Female,3,1200,East,h9,4,No
44,Female,2,800,West,h6,3,No
70,Female,5,456,West,h9,2,No
51,Female,3,896,East,h7,1,No
54,Male,3,1875,East,h9,4,No
64,Male,3,1500,West,h9,2,No
42,Female,5,2000,West,h8,4,No
32,Female,5,3300,West,h8,5,No
49,Male,2,2400,East,h9,4,Yes
38,Female,2,1000,West,h8,4,No
46,Female,3,938,East,h5,2,No
67,Female,2,1000,West,h10,5,Yes
44,Female,3,450,East,h10,3,No
24,Male,5,2100,East,h8,4,No
29,Male,2,1900,West,h8,5,No
68,Male,5,4500,West,h9,5,Yes
64,Female,3,750,West,h10,4,No
57,Male,5,6250,West,h9,5,Yes
25,Female,5,1300,West,h7,4,No
85,Female,2,1063,East,h10,3,No
18,Male,5,150,West,h9,5,No
76,Male,2,1063,East,h8,3,No
79,Female,3,2000,West,h10,3,Yes
84,Male,2,1800,East,h10,4,No
71,Female,3,1040,East,h9,4,No
51,Male,1,400,East,h2,1,No
48,Male,3,1625,West,h8,4,No
65,Male,2,1188,West,h8,4,Yes
48,Female,3,2400,East,h10,4,No
60,Female,5,1200,West,h8,4,Yes
63,Male,3,800,East,h7,3,Yes
54,Female,4,563,East,h10,3,No
40,Male,3,1700,West,h9,3,No
61,Male,5,3000,East,h8,4,No
30,Female,5,380,West,h10,4,No
71,Male,3,2000,West,h4,3,Yes
60,Male,5,2700,East,h8,2,No
64,Female,3,1500,West,h8,4,No
75,Female,5,1875,West,h8,4,Yes
80,Female,2,600,East,h8,2,No
67,Male,5,2800,West,h8,3,No
66,Female,3,1000,East,h9,5,No
82,Male,2,1063,East,h8,3,No
48,Female,5,3500,West,h7,4,Yes
57,Female,3,2400,East,h7,4,No
18,Male,5,800,West,h8,4,Yes
67,Female,3,688,East,h8,3,No
53,Male,4,1500,East,h9,4,No
38,Male,3,1375,East,h5,3,No
29,Male,3,1500,West,h8,5,No
60,Male,2,1400,West,h4,3,No
52,Male,5,7300,West,h9,4,No
67,Male,3,1100,East,h5,3,Yes
32,Male,3,2300,West,h10,5,No
57,Male,5,950,West,h5,2,No
79,Female,2,630,East,h7,3,No
49,Female,3,1000,West,h8,5,No
53,Male,3,2000,East,h7,4,No
63,Male,3,990,West,h7,3,No
51,Male,5,2100,West,h7,2,Yes
55,Male,3,1875,West,h7,4,No
48,Male,3,3000,West,h8,4,Yes
78,Female,2,500,East,h8,3,No
46,Female,5,900,East,h3,2,Yes
57,Male,2,2000,West,h10,3,Yes
23,Male,5,500,West,h6,4,No
40,Female,5,450,West,h10,5,Yes
49,Male,3,3000,West,h8,3,No
53,Female,3,1450,East,h10,4,No
56,Male,3,1600,East,h4,2,No
62,Male,2,1800,West,h9,4,No
52,Male,3,2000,West,h9,5,No
33,Female,5,1600,West,h2,3,Yes
48,Male,3,1600,East,h7,4,No
25,Male,5,2100,West,h10,5,Yes
42,Female,5,1800,West,h8,4,Yes
32,Female,3,800,East,h10,4,No
51,Female,5,3500,West,h7,3,Yes
83,Male,2,1400,West,h5,2,No
84,Female,2,700,East,h7,1,No
90,Male,4,3500,West,h6,3,Yes
46,Male,5,1800,East,h8,3,Yes
50,Male,2,3000,West,h9,3,No
55,Male,5,3500,West,h8,3,No
23,Male,3,1500,West,h9,4,No
49,Male,3,2400,East,h10,2,No
64,Male,5,1200,West,h8,4,Yes
79,Female,5,3400,West,h10,4,No
51,Female,3,1500,East,h8,3,No
68,Male,4,5000,East,h9,4,No
23,Female,5,200,West,h9,5,No
40,Male,2,460,East,h3,2,No
60,Female,3,800,East,h8,4,No
81,Female,5,2125,West,h10,5,Yes
52,Male,3,1600,East,h7,3,No
55,Female,3,1500,East,h9,5,No
25,Male,5,556,East,h9,5,Yes
60,Female,3,1000,East,h8,1,No
67,Male,5,2700,West,h10,4,No
66,Male,2,2200,West,h10,5,No
45,Female,5,2000,East,h10,5,No
48,Male,3,1200,West,h8,3,No
77,Male,5,901,East,h8,4,No
62,Female,3,688,East,h6,4,No
74,Female,2,1188,East,h5,3,No
63,Male,2,1650,West,h7,3,No
22,Male,2,1300,East,h7,4,No
56,Male,2,1875,West,h7,4,No
81,Male,2,1438,West,h8,4,No
19,Female,5,470,West,h8,4,No
66,Male,3,1188,East,h10,5,No
46,Male,3,1450,East,h8,4,No
79,Male,2,1625,West,h9,4,Yes
74,Male,2,4000,West,h9,3,Yes
60,Female,2,1625,West,h7,4,No
29,Female,5,1300,East,h9,5,No
28,Male,5,3000,West,h8,4,No
67,Female,2,2125,West,h10,3,No
20,Female,2,1200,West,h5,5,No
67,Male,3,1500,West,h8,4,Yes
42,Female,3,800,West,h5,3,No
74,Male,2,1050,West,h8,4,No
65,Female,3,900,East,h6,3,No
22,Male,2,730,West,h6,5,No
54,Female,2,1600,West,h5,3,No
52,Male,5,2400,East,h6,4,No
64,Female,3,1400,East,h8,3,No
51,Male,3,2300,West,h9,4,No
67,Female,3,550,East,h5,4,No
55,Female,5,1800,East,h7,3,No
47,Male,5,2600,West,h8,4,No
28,Female,3,1200,West,h8,3,No
69,Female,3,524,West,h8,4,No
59,Female,3,2000,East,h9,5,No
25,Female,5,2150,West,h6,3,No
26,Male,3,1500,East,h8,4,No
57,Female,5,1438,West,h9,4,No
63,Male,3,2400,West,h10,4,No
20,Female,3,772,West,h9,3,No
27,Female,5,450,East,h8,5,No
56,Female,3,404,East,h5,3,No
24,Female,4,1800,West,h9,4,No
60,Male,5,5800,West,h10,5,No
51,Male,3,1500,West,h10,4,No
77,Female,2,776,East,h7,2,No
62,Male,5,3500,West,h8,2,Yes
74,Male,2,550,West,h9,3,No
19,Female,4,700,West,h8,4,Yes
83,Female,5,800,West,h8,3,Yes
53,Female,4,2000,West,h7,4,No
47,Female,3,758,West,h5,2,No
54,Male,4,4500,West,h9,4,No
55,Female,5,3500,East,h8,3,No
64,Female,5,550,West,h10,4,No
72,Female,3,1400,East,h9,3,No
73,Male,5,2800,West,h8,3,Yes
57,Male,3,1300,East,h9,4,No
54,Female,3,1500,West,h7,4,No
64,Female,3,1000,East,h6,4,No
45,Female,5,2400,West,h9,5,Yes
65,Female,2,2200,West,h7,3,No
40,Female,3,192,West,h8,5,No
46,Female,5,1500,West,h9,4,No
51,Male,3,1625,West,h8,3,No
71,Female,3,300,West,h8,3,Yes
73,Male,3,3090,West,h9,5,No
53,Female,3,500,East,h5,1,No
32,Female,4,1900,West,h9,3,Yes
56,Female,3,1900,East,h9,4,No
76,Female,2,850,West,h7,2,No
53,Female,2,700,West,h10,4,No
48,Female,3,813,West,h8,4,No
28,Female,5,6250,West,h9,4,Yes
44,Male,2,1800,West,h8,4,No
21,Female,5,660,West,h9,4,No
32,Female,5,2700,West,h8,4,No
42,Male,5,3200,West,h9,5,No
77,Male,2,1200,East,h7,4,No
82,Female,1,1200,East,h6,2,No
55,Female,3,1313,West,h8,4,No
31,Female,3,2000,West,h8,5,Yes
21,Female,2,1500,West,h7,4,No
35,Male,5,2400,West,h9,5,No
57,Male,3,7000,West,h10,4,No
79,Male,2,1800,West,h7,3,No
66,Male,2,1400,West,h10,2,No
48,Female,3,3000,East,h10,4,Yes
73,Female,5,500,East,h8,2,No
20,Female,3,580,West,h9,3,No
57,Female,5,1500,West,h7,2,No
72,Male,2,760,West,h5,3,No
66,Female,5,3400,West,h9,5,No
46,Female,5,1875,East,h7,4,No
67,Female,3,1300,East,h9,4,No
23,Female,5,250,West,h10,5,Yes
49,Male,2,360,West,h4,2,Yes
42,Male,4,3500,West,h9,5,No
65,Female,4,800,East,h8,3,No
50,Male,5,3000,West,h8,4,No
70,Male,5,1400,West,h10,4,No
22,Female,5,1000,West,h9,5,No
64,Female,2,500,West,h9,4,No
74,Male,2,1400,West,h10,3,No
27,Female,4,600,West,h7,4,No
23,Male,5,250,West,h9,5,No
67,Male,5,1800,West,h6,4,No
28,Female,4,1100,East,h7,4,No
39,Female,5,1500,West,h8,2,No
72,Male,3,1830,East,h9,5,No
58,Male,5,1500,East,h4,2,No
27,Male,2,450,East,h7,4,No
43,Male,5,3600,West,h7,4,No
46,Male,3,6250,East,h8,4,Yes
60,Female,3,450,West,h9,4,Yes
77,Female,2,890,East,h8,4,No
56,Female,4,2600,West,h8,3,No
74,Male,3,1000,East,h8,4,No
64,Female,3,1300,East,h7,4,No
72,Male,5,4000,West,h9,5,No
64,Female,5,2600,West,h8,3,No
35,Female,3,250,West,h8,4,No
73,Male,2,1200,East,h10,3,No
71,Female,3,1900,West,h8,3,No
22,Female,2,350,West,h7,5,No
68,Female,2,607,West,h7,4,No
77,Male,2,1050,East,h7,3,No
56,Male,2,2125,West,h8,4,No
49,Male,5,5000,West,h9,3,No
69,Female,5,550,East,h9,3,No
21,Male,5,300,West,h8,5,Yes
49,Male,5,6250,West,h8,4,Yes
67,Male,2,1060,East,h8,3,No
40,Male,5,1900,East,h7,4,No
48,Male,2,2650,West,h8,4,Yes
57,Female,2,1200,West,h8,4,No
33,Male,5,3000,West,h9,4,Yes
75,Male,5,3000,West,h5,2,Yes
28,Male,3,1875,East,h9,5,No
35,Male,2,650,East,h8,4,No
61,Female,3,1875,East,h8,2,No
48,Male,5,2800,West,h8,3,Yes
63,Female,2,813,East,h8,3,No
64,Male,3,1350,East,h8,3,No
29,Female,5,1100,East,h3,3,No
56,Male,2,2200,West,h8,3,No
22,Male,5,450,West,h6,3,No
77,Male,5,1438,East,h7,4,Yes
70,Female,2,500,West,h8,3,No
57,Female,3,404,East,h6,3,No
48,Female,5,2100,West,h9,4,No
42,Female,5,1700,West,h10,4,No
78,Male,2,1600,West,h10,4,No
59,Male,3,2000,East,h8,3,No
63,Female,2,1000,West,h7,3,No
50,Female,3,1000,East,h8,4,No
30,Female,5,1700,East,h8,4,Yes
69,Male,3,3000,West,h8,4,No
33,Male,3,1063,East,h8,4,No
79,Female,2,420,West,h9,2,No
28,Female,5,1500,East,h7,4,No
37,Female,5,1700,West,h9,5,No
59,Female,4,1200,West,h9,4,No
59,Male,3,1500,East,h7,2,Yes
53,Male,2,2400,West,h8,4,No
35,Male,1,1300,West,h8,4,Yes
28,Female,5,2100,West,h9,5,No
48,Female,3,1500,East,h4,3,No
66,Female,2,600,West,h8,3,No
67,Male,3,1700,West,h4,2,No
43,Female,5,2500,West,h9,5,Yes
77,Female,2,294,West,h8,2,No
65,Male,2,3000,West,h9,4,No
47,Male,5,2375,East,h7,3,No
51,Male,2,1900,West,h6,3,No
60,Female,4,1450,East,h7,4,No
72,Male,5,1500,East,h5,2,No
70,Female,5,1500,East,h7,3,No
63,Male,3,1100,East,h9,4,No
24,Male,5,1800,West,h9,5,No
69,Male,5,404,East,h7,3,No
74,Female,2,1800,West,h10,3,No
35,Female,3,1250,West,h9,4,No
53,Female,3,1200,East,h9,3,No
75,Female,3,1200,West,h10,5,No
47,Female,5,3500,West,h9,5,No
