speed,survived,airbag,seatbelt,frontal,sex,ageOcc,yearAcc,yearVeh,airbagDeployed,roleOcc,injSeverity
40-54,alive,unavail,not belted,yes,F,32,2000,1990,unavail,pass,3
1-9km/h,alive,avail,belted,no,F,32,2000,2001,nodeploy,driver,1
40-54,alive,unavail,belted,no,F,19,2000,1992,unavail,driver,3
10-24,alive,unavail,belted,yes,M,19,2000,1993,unavail,driver,0
10-24,alive,avail,belted,yes,F,52,2000,2000,nodeploy,driver,0
10-24,alive,unavail,belted,yes,F,42,2000,1988,unavail,driver,0
10-24,alive,unavail,belted,no,F,18,2000,1991,unavail,driver,0
55+,dead,unavail,not belted,yes,M,41,2000,1990,unavail,pass,4
40-54,alive,unavail,belted,no,M,25,2000,1994,unavail,driver,3
25-39,alive,avail,belted,yes,M,40,2000,1998,deploy,driver,2
25-39,alive,avail,belted,yes,F,32,2000,1998,deploy,pass,0
25-39,alive,unavail,not belted,yes,M,64,2000,1988,unavail,driver,1
25-39,alive,unavail,not belted,yes,F,21,2000,1991,unavail,driver,2
40-54,alive,unavail,not belted,yes,M,33,2000,1986,unavail,driver,2
25-39,alive,avail,belted,no,M,24,2000,1995,nodeploy,driver,1
25-39,alive,avail,belted,no,F,29,2000,1995,nodeploy,pass,1
10-24,alive,avail,belted,yes,F,50,2000,1993,nodeploy,driver,3
55+,alive,unavail,belted,no,M,25,2000,1990,unavail,driver,1
25-39,alive,avail,belted,yes,F,46,2000,1999,deploy,driver,1
25-39,alive,unavail,belted,yes,F,19,2000,1991,unavail,driver,3
25-39,alive,unavail,belted,yes,F,41,2000,1991,unavail,pass,3
25-39,alive,avail,belted,yes,M,23,2000,1996,deploy,driver,2
10-24,alive,avail,belted,yes,F,37,2000,2000,deploy,driver,1
10-24,alive,unavail,belted,no,M,60,2000,1993,unavail,driver,1
10-24,alive,avail,belted,no,M,20,2000,1996,nodeploy,driver,1
25-39,alive,unavail,not belted,yes,F,44,2000,1990,unavail,driver,1
10-24,alive,avail,belted,yes,F,36,2000,1997,deploy,driver,0
40-54,alive,unavail,belted,yes,M,41,2000,1987,unavail,driver,0
55+,dead,unavail,belted,no,M,19,2000,1993,unavail,driver,4
55+,dead,unavail,belted,no,F,23,2000,1993,unavail,pass,4
40-54,alive,unavail,belted,yes,M,58,2000,1989,unavail,driver,2
10-24,alive,unavail,belted,no,F,28,2000,1986,unavail,driver,3
10-24,alive,avail,belted,yes,F,53,2000,2000,deploy,driver,1
40-54,alive,unavail,belted,yes,M,18,2000,1976,unavail,driver,0
40-54,alive,unavail,not belted,yes,F,18,2000,1976,unavail,pass,1
40-54,alive,avail,belted,no,M,80,2000,2000,nodeploy,driver,1
40-54,alive,avail,belted,no,M,42,2000,2000,nodeploy,pass,1
1-9km/h,alive,avail,belted,no,M,25,2000,2000,nodeploy,driver,0
10-24,alive,unavail,belted,yes,M,47,2000,1988,unavail,driver,0
10-24,alive,unavail,belted,yes,F,19,2000,1988,unavail,pass,0
25-39,alive,avail,belted,yes,F,16,2000,1995,deploy,driver,3
10-24,alive,avail,belted,yes,M,66,2000,1994,deploy,driver,0
25-39,alive,unavail,belted,yes,M,49,2000,1989,unavail,driver,0
40-54,alive,unavail,belted,yes,F,17,2000,1992,unavail,driver,1
10-24,alive,avail,belted,no,F,51,2000,2000,nodeploy,driver,2
10-24,alive,avail,belted,no,F,68,2000,1999,nodeploy,driver,0
40-54,alive,unavail,belted,yes,M,19,2000,1993,unavail,driver,3
40-54,alive,unavail,belted,yes,M,68,2000,1989,unavail,driver,3
40-54,dead,unavail,belted,yes,F,66,2000,1989,unavail,pass,4
10-24,alive,unavail,belted,yes,M,20,2000,1984,unavail,driver,1
10-24,alive,avail,belted,no,M,32,2000,1998,deploy,driver,0
10-24,alive,avail,belted,yes,M,43,2000,1995,deploy,driver,0
25-39,alive,unavail,belted,yes,F,33,2000,1987,unavail,driver,3
10-24,alive,avail,belted,yes,F,46,2000,2000,nodeploy,driver,0
25-39,alive,avail,not belted,yes,F,18,2000,1992,deploy,driver,1
25-39,alive,unavail,not belted,yes,F,18,2000,1992,unavail,pass,2
25-39,alive,avail,belted,yes,F,31,2000,1994,deploy,driver,3
10-24,alive,avail,belted,no,M,84,2000,1994,nodeploy,driver,1
10-24,alive,avail,belted,no,F,81,2000,1994,nodeploy,pass,1
10-24,alive,unavail,belted,yes,F,35,2000,1991,unavail,driver,3
10-24,alive,unavail,belted,yes,M,35,2000,1991,unavail,pass,0
10-24,alive,unavail,not belted,no,F,38,2000,1986,unavail,driver,3
25-39,alive,unavail,not belted,yes,M,57,2000,1987,unavail,driver,3
25-39,alive,avail,not belted,yes,F,21,2000,1994,deploy,driver,0
25-39,alive,unavail,belted,no,F,78,2000,1993,unavail,driver,3
25-39,alive,unavail,belted,no,F,49,2000,1993,unavail,pass,1
25-39,alive,unavail,not belted,yes,F,18,2000,1986,unavail,driver,1
25-39,alive,unavail,not belted,yes,F,41,2000,1986,unavail,pass,3
10-24,alive,avail,not belted,no,M,78,2000,1992,nodeploy,driver,3
10-24,alive,avail,belted,yes,M,18,2000,1994,deploy,driver,0
10-24,alive,unavail,belted,no,F,18,2000,1990,unavail,driver,0
25-39,alive,unavail,not belted,yes,M,30,2000,1990,unavail,driver,2
25-39,alive,avail,belted,yes,F,27,2000,1998,deploy,driver,1
10-24,alive,avail,belted,no,M,65,2000,1994,nodeploy,driver,0
10-24,alive,avail,belted,yes,F,30,2000,1999,deploy,driver,0
10-24,alive,unavail,belted,yes,M,39,2000,1990,unavail,driver,0
25-39,alive,unavail,not belted,no,F,31,2000,1983,unavail,driver,0
25-39,alive,unavail,not belted,no,M,35,2000,1983,unavail,pass,3
25-39,alive,avail,belted,yes,M,47,2000,1998,deploy,driver,0
25-39,alive,avail,belted,yes,F,26,2000,1994,deploy,driver,3
10-24,alive,unavail,belted,no,F,20,2000,1989,unavail,driver,3
10-24,alive,unavail,belted,no,F,20,2000,1989,unavail,pass,3
25-39,alive,unavail,not belted,yes,M,42,2000,1991,unavail,driver,0
10-24,alive,unavail,belted,no,F,42,2000,1989,unavail,driver,2
10-24,alive,unavail,belted,yes,F,34,2000,1991,unavail,driver,2
25-39,alive,unavail,belted,yes,F,28,2000,1990,unavail,driver,0
25-39,alive,unavail,belted,no,M,29,2000,1989,unavail,driver,2
25-39,alive,unavail,belted,no,M,18,2000,1989,unavail,pass,0
40-54,alive,unavail,belted,no,F,17,2000,1988,unavail,driver,2
25-39,alive,unavail,belted,yes,M,49,2000,1982,unavail,driver,0
10-24,alive,avail,belted,yes,M,34,2000,1995,deploy,driver,0
25-39,alive,unavail,belted,yes,F,25,2000,1991,unavail,driver,0
10-24,alive,avail,belted,yes,F,30,2000,1994,deploy,driver,0
25-39,alive,unavail,belted,no,F,28,2000,1985,unavail,driver,1
25-39,alive,unavail,not belted,yes,F,59,2000,1989,unavail,driver,3
10-24,alive,avail,belted,yes,F,49,2000,1995,deploy,driver,0
10-24,alive,avail,belted,no,F,52,2000,1996,nodeploy,driver,1
10-24,alive,avail,belted,yes,F,33,2000,1996,nodeploy,driver,0
25-39,alive,unavail,not belted,yes,F,35,2000,1988,unavail,driver,3
10-24,alive,avail,not belted,no,F,18,2000,1998,nodeploy,driver,1
10-24,alive,avail,belted,no,M,45,2000,1998,nodeploy,pass,0
25-39,alive,unavail,belted,no,F,22,2000,1991,unavail,driver,1
25-39,alive,unavail,belted,no,F,58,2000,1991,unavail,pass,1
40-54,alive,unavail,belted,yes,F,17,2000,1988,unavail,driver,1
10-24,alive,unavail,not belted,yes,M,30,2000,1988,unavail,driver,2
25-39,alive,unavail,belted,yes,M,17,2000,1986,unavail,driver,0
1-9km/h,alive,unavail,belted,no,M,32,2000,1990,unavail,driver,3
10-24,alive,avail,belted,yes,M,21,2000,1994,deploy,driver,1
25-39,alive,unavail,belted,no,M,81,2000,1989,unavail,driver,3
25-39,alive,unavail,belted,yes,M,27,2000,1994,unavail,driver,0
10-24,alive,avail,belted,no,F,54,2000,1998,nodeploy,driver,0
40-54,alive,unavail,belted,yes,F,21,2000,1976,unavail,driver,3
55+,alive,avail,belted,yes,M,47,2000,1996,deploy,driver,3
55+,alive,avail,belted,yes,M,16,2000,1996,deploy,pass,2
40-54,alive,avail,belted,yes,M,36,2000,1991,deploy,driver,3
10-24,alive,unavail,belted,no,F,16,2000,1991,unavail,driver,1
40-54,alive,avail,belted,no,M,20,2000,1995,nodeploy,driver,1
25-39,alive,avail,belted,yes,M,42,2000,1992,deploy,driver,1
10-24,alive,avail,belted,no,M,37,2000,1996,deploy,driver,1
10-24,alive,unavail,belted,yes,M,56,2000,1993,unavail,driver,0
10-24,alive,unavail,belted,no,F,20,2000,1993,unavail,driver,1
10-24,alive,unavail,belted,yes,M,23,2000,1987,unavail,driver,0
10-24,alive,unavail,belted,yes,F,17,2000,1987,unavail,pass,0
10-24,alive,unavail,belted,yes,M,35,2000,1988,unavail,driver,1
10-24,alive,avail,not belted,yes,M,22,2000,1996,deploy,driver,3
10-24,alive,avail,belted,yes,M,39,2000,1990,nodeploy,driver,1
10-24,alive,avail,belted,yes,M,64,2000,1999,nodeploy,driver,0
10-24,alive,avail,belted,yes,F,41,2000,1999,nodeploy,pass,0
10-24,alive,avail,belted,no,M,75,2000,1995,deploy,driver,0
10-24,alive,unavail,belted,no,F,73,2000,1995,unavail,pass,1
25-39,alive,unavail,belted,yes,M,17,2000,1987,unavail,driver,0
25-39,alive,unavail,belted,yes,M,16,2000,1987,unavail,pass,0
10-24,alive,unavail,not belted,yes,M,20,2000,1993,unavail,driver,3
10-24,alive,avail,belted,no,F,37,2000,1997,deploy,driver,1
10-24,alive,avail,belted,yes,F,33,2000,1994,deploy,driver,0
10-24,alive,avail,belted,no,M,59,2000,1996,nodeploy,driver,0
10-24,alive,avail,belted,no,F,60,2000,1996,nodeploy,pass,0
10-24,alive,unavail,belted,no,F,17,2000,1988,unavail,driver,3
10-24,alive,unavail,belted,no,M,17,2000,1988,unavail,pass,2
10-24,alive,unavail,belted,yes,F,24,2000,1991,unavail,driver,1
25-39,alive,unavail,not belted,yes,F,88,2000,1986,unavail,driver,2
25-39,alive,unavail,belted,yes,M,43,2000,1989,unavail,driver,0
10-24,alive,avail,belted,no,M,17,2000,1995,nodeploy,driver,0
10-24,alive,avail,belted,no,M,17,2000,1995,nodeploy,pass,0
10-24,alive,avail,belted,yes,M,53,2000,1995,nodeploy,driver,3
10-24,alive,unavail,belted,no,M,25,2000,1987,unavail,driver,1
10-24,alive,unavail,belted,no,F,31,2000,1987,unavail,pass,0
10-24,alive,unavail,belted,no,M,67,2000,1982,unavail,driver,0
10-24,alive,unavail,belted,no,M,22,2000,1982,unavail,pass,0
25-39,alive,avail,belted,no,F,56,2000,1994,deploy,driver,3
10-24,alive,avail,belted,yes,M,38,2000,2000,deploy,driver,3
40-54,alive,unavail,belted,yes,M,85,2000,1986,unavail,driver,3
55+,alive,unavail,belted,yes,F,58,2000,1986,unavail,driver,3
10-24,alive,unavail,not belted,yes,M,29,2000,1986,unavail,driver,1
10-24,alive,unavail,belted,no,F,17,2000,1988,unavail,driver,1
10-24,alive,unavail,belted,no,M,17,2000,1988,unavail,pass,0
10-24,alive,unavail,belted,no,F,42,2000,1988,unavail,driver,3
10-24,alive,unavail,not belted,no,F,26,2000,1990,unavail,driver,2
10-24,alive,unavail,belted,yes,M,35,2000,1990,unavail,driver,0
25-39,alive,avail,belted,no,F,22,2000,1998,nodeploy,driver,3
10-24,alive,unavail,belted,yes,F,33,2000,1993,unavail,driver,2
25-39,alive,unavail,belted,no,M,17,2000,1984,unavail,driver,1
25-39,alive,unavail,not belted,no,M,19,2000,1984,unavail,pass,0
25-39,alive,avail,belted,yes,M,40,2000,1995,deploy,driver,3
10-24,alive,unavail,belted,yes,M,62,2000,1983,unavail,driver,2
10-24,alive,unavail,belted,yes,F,18,2000,1984,unavail,driver,0
10-24,alive,unavail,belted,yes,M,20,2000,1984,unavail,pass,0
25-39,alive,unavail,belted,yes,F,36,2000,1984,unavail,driver,3
25-39,alive,avail,belted,yes,M,47,2000,2000,deploy,driver,3
40-54,alive,unavail,belted,no,F,19,2000,1987,unavail,driver,3
25-39,alive,avail,belted,yes,F,27,2000,1997,deploy,driver,1
25-39,alive,avail,belted,yes,F,25,2000,1997,deploy,pass,1
10-24,alive,unavail,not belted,no,M,55,2000,1991,unavail,driver,0
10-24,alive,unavail,not belted,no,F,59,2000,1991,unavail,pass,3
25-39,alive,unavail,belted,yes,F,21,2000,1991,unavail,driver,1
25-39,alive,avail,not belted,yes,F,21,2000,1995,deploy,driver,1
10-24,alive,unavail,belted,yes,M,17,2000,1989,unavail,driver,0
25-39,alive,avail,belted,yes,M,17,2000,1991,deploy,driver,0
10-24,alive,avail,belted,yes,F,72,2000,1997,nodeploy,driver,0
10-24,alive,avail,belted,yes,F,67,2000,1997,nodeploy,pass,1
10-24,alive,unavail,belted,yes,F,18,2000,1986,unavail,driver,0
10-24,alive,unavail,belted,yes,F,17,2000,1986,unavail,pass,0
10-24,alive,avail,belted,no,M,64,2000,1998,nodeploy,driver,0
40-54,alive,unavail,belted,no,F,79,2000,1988,unavail,driver,3
25-39,alive,avail,belted,yes,M,29,2000,1998,deploy,driver,3
25-39,alive,avail,belted,yes,F,39,2000,1993,deploy,driver,1
25-39,alive,avail,belted,yes,M,31,2000,1993,deploy,pass,3
10-24,alive,unavail,belted,yes,F,46,2000,1988,unavail,driver,2
10-24,alive,avail,belted,no,F,58,2000,1993,nodeploy,driver,1
10-24,alive,avail,belted,yes,F,38,2000,1991,nodeploy,driver,0
10-24,alive,avail,belted,yes,M,73,2000,1991,nodeploy,pass,1
10-24,alive,unavail,belted,no,M,22,2000,1984,unavail,driver,0
10-24,alive,unavail,belted,no,M,23,2000,1984,unavail,pass,0
10-24,alive,avail,belted,no,M,32,2000,1997,nodeploy,driver,3
1-9km/h,alive,avail,belted,no,F,23,2000,1995,deploy,driver,1
25-39,alive,avail,belted,yes,M,25,2000,1997,deploy,driver,1
25-39,alive,avail,belted,yes,M,24,2000,1997,deploy,pass,0
25-39,alive,avail,belted,yes,M,39,2000,1994,deploy,driver,1
25-39,alive,unavail,belted,yes,F,37,2000,1994,unavail,pass,0
25-39,alive,unavail,not belted,no,F,30,2000,1987,unavail,driver,2
25-39,alive,unavail,not belted,no,M,19,2000,1987,unavail,pass,2
25-39,alive,avail,belted,yes,F,56,2000,1999,deploy,driver,2
25-39,alive,unavail,belted,yes,M,32,2000,1988,unavail,driver,3
10-24,alive,unavail,belted,no,M,24,2000,1996,unavail,driver,0
10-24,alive,unavail,belted,no,M,23,2000,1996,unavail,pass,0
25-39,alive,unavail,not belted,yes,M,30,2000,1986,unavail,driver,2
25-39,alive,unavail,not belted,yes,F,17,2000,1986,unavail,pass,3
25-39,alive,unavail,belted,no,F,74,2000,1988,unavail,driver,3
10-24,alive,unavail,belted,yes,M,54,2000,1994,unavail,driver,3
55+,alive,avail,belted,yes,F,24,2000,1998,deploy,driver,3
40-54,dead,unavail,belted,yes,F,44,2000,1991,unavail,driver,4
25-39,alive,avail,belted,no,M,19,2000,1999,nodeploy,driver,2
25-39,alive,avail,belted,no,F,18,2000,1999,nodeploy,pass,3
10-24,alive,unavail,belted,yes,M,27,2000,1994,unavail,driver,1
10-24,alive,avail,not belted,yes,F,24,2000,1995,deploy,driver,1
10-24,alive,unavail,belted,no,F,43,2000,1988,unavail,driver,3
10-24,alive,avail,belted,no,M,64,2000,1995,nodeploy,driver,0
10-24,alive,unavail,belted,yes,M,18,2000,1988,unavail,driver,0
10-24,alive,unavail,belted,yes,F,17,2000,1988,unavail,pass,0
25-39,alive,avail,belted,yes,F,55,2000,1998,deploy,driver,1
25-39,alive,unavail,belted,yes,M,17,2000,1989,unavail,driver,0
10-24,alive,avail,belted,no,F,23,2000,1998,deploy,driver,1
25-39,alive,unavail,belted,yes,F,18,2000,1991,unavail,driver,3
10-24,alive,avail,belted,no,F,47,2000,1997,deploy,driver,3
10-24,alive,avail,belted,yes,F,25,2000,1999,deploy,driver,1
10-24,alive,unavail,not belted,no,F,39,2000,1985,unavail,driver,1
25-39,alive,unavail,belted,yes,F,16,2000,1990,unavail,driver,0
10-24,alive,unavail,not belted,no,M,46,2000,1976,unavail,driver,3
25-39,alive,avail,belted,yes,M,38,2000,1997,nodeploy,driver,1
25-39,alive,avail,belted,yes,F,36,2000,1997,nodeploy,pass,1
40-54,alive,unavail,belted,yes,M,47,2000,1988,unavail,driver,1
10-24,alive,unavail,belted,no,F,17,2000,1992,unavail,driver,1
10-24,alive,unavail,belted,yes,F,57,2000,1985,unavail,driver,1
40-54,alive,unavail,belted,no,M,80,2000,1993,unavail,driver,2
40-54,alive,unavail,belted,no,M,70,2000,1993,unavail,pass,3
10-24,alive,unavail,belted,yes,M,49,2000,1994,unavail,driver,1
10-24,alive,unavail,belted,yes,F,53,2000,1994,unavail,pass,1
25-39,alive,unavail,belted,yes,M,35,2000,1994,unavail,driver,3
25-39,alive,avail,belted,no,F,18,2000,1994,deploy,driver,0
10-24,alive,avail,belted,yes,F,32,2000,1996,deploy,driver,1
10-24,alive,unavail,not belted,yes,M,42,2000,1986,unavail,driver,3
10-24,alive,unavail,not belted,yes,F,43,2000,1986,unavail,pass,3
10-24,alive,avail,belted,no,M,62,2000,1995,nodeploy,driver,5
10-24,alive,avail,belted,yes,M,19,2000,1995,nodeploy,driver,0
1-9km/h,alive,unavail,belted,yes,M,16,2000,1985,unavail,driver,0
10-24,alive,unavail,belted,yes,M,35,2000,1988,unavail,driver,0
10-24,alive,avail,belted,no,M,36,2000,1995,nodeploy,driver,0
10-24,alive,unavail,belted,no,F,39,2000,1999,unavail,driver,0
10-24,alive,avail,belted,yes,F,17,2000,1996,deploy,driver,2
10-24,alive,avail,belted,no,F,28,2000,1993,nodeploy,driver,2
25-39,alive,avail,belted,yes,F,43,2000,1993,deploy,driver,2
10-24,alive,unavail,belted,no,M,20,2000,1984,unavail,driver,1
10-24,alive,avail,belted,yes,F,31,2000,1993,deploy,driver,0
40-54,dead,unavail,not belted,no,M,19,2000,1994,unavail,driver,4
40-54,alive,avail,belted,yes,M,42,2000,1994,deploy,driver,3
40-54,alive,avail,belted,yes,F,42,2000,1994,deploy,pass,3
25-39,dead,unavail,belted,no,M,81,2000,1990,unavail,driver,4
25-39,alive,unavail,belted,yes,M,33,2000,1990,unavail,driver,3
25-39,alive,unavail,belted,yes,M,31,2000,1990,unavail,pass,3
40-54,alive,avail,belted,yes,M,31,2000,1997,deploy,driver,0
40-54,alive,unavail,not belted,yes,M,39,2000,1990,unavail,driver,3
25-39,alive,unavail,belted,yes,M,22,2000,1991,unavail,driver,2
10-24,alive,avail,belted,yes,M,80,2000,1996,nodeploy,driver,3
10-24,alive,unavail,not belted,no,F,43,2000,1990,unavail,driver,3
10-24,alive,unavail,not belted,no,M,48,2000,1990,unavail,pass,1
10-24,alive,avail,belted,yes,M,19,2000,1998,deploy,driver,2
10-24,alive,avail,belted,yes,M,22,2000,1998,deploy,pass,2
25-39,alive,avail,belted,yes,F,21,2000,2000,deploy,driver,1
10-24,alive,avail,belted,no,M,54,2000,1998,deploy,driver,1
10-24,alive,unavail,belted,no,F,20,2000,1989,unavail,driver,1
25-39,alive,unavail,not belted,no,F,33,2000,1991,unavail,driver,3
25-39,alive,unavail,not belted,no,M,34,2000,1991,unavail,pass,2
10-24,alive,avail,belted,yes,F,33,2000,1998,nodeploy,driver,0
10-24,alive,unavail,belted,yes,M,32,2000,1984,unavail,driver,0
10-24,alive,avail,belted,yes,M,75,2000,1998,deploy,driver,3
10-24,alive,avail,belted,no,F,16,2000,1995,nodeploy,driver,1
10-24,alive,avail,not belted,yes,F,51,2000,1996,deploy,driver,2
10-24,alive,avail,belted,yes,M,22,2000,1998,deploy,driver,0
10-24,alive,unavail,belted,no,M,50,2000,1992,unavail,driver,0
40-54,alive,unavail,belted,no,F,16,2000,1990,unavail,driver,3
25-39,alive,avail,belted,yes,M,40,2000,1997,deploy,driver,3
10-24,alive,avail,belted,no,M,44,2000,1998,nodeploy,driver,0
10-24,alive,unavail,belted,yes,F,16,2000,1990,unavail,driver,3
10-24,alive,unavail,belted,yes,M,19,2000,1990,unavail,pass,2
40-54,alive,avail,belted,yes,M,53,2000,1994,deploy,driver,1
55+,alive,unavail,belted,no,M,31,2000,1989,unavail,driver,3
40-54,alive,unavail,not belted,yes,M,17,2000,1988,unavail,driver,1
10-24,alive,avail,belted,yes,M,21,2000,1997,nodeploy,driver,0
10-24,alive,avail,belted,yes,M,19,2000,1997,nodeploy,pass,0
25-39,alive,avail,belted,yes,F,52,2000,1992,nodeploy,driver,0
25-39,alive,avail,belted,no,F,26,2000,1991,nodeploy,driver,0
10-24,alive,unavail,belted,yes,F,45,2000,1992,unavail,driver,1
10-24,alive,avail,belted,yes,M,16,2000,1996,deploy,driver,0
10-24,alive,avail,belted,yes,M,16,2000,1996,deploy,pass,3
10-24,alive,avail,belted,no,M,38,2000,1993,nodeploy,driver,3
10-24,alive,avail,belted,no,F,31,2000,1993,nodeploy,pass,0
10-24,alive,avail,belted,no,M,76,2000,1995,nodeploy,driver,3
10-24,alive,avail,belted,yes,F,52,2000,1997,deploy,driver,2
25-39,alive,avail,belted,no,M,28,2000,1992,deploy,driver,3
25-39,alive,unavail,belted,no,F,35,2000,1992,unavail,pass,3
10-24,alive,unavail,not belted,yes,F,17,2000,1986,unavail,driver,3
10-24,alive,unavail,not belted,yes,M,36,2000,1989,unavail,driver,3
10-24,alive,avail,belted,yes,M,47,2000,1995,deploy,driver,1
10-24,alive,avail,belted,yes,F,41,2000,1995,deploy,pass,3
40-54,dead,avail,belted,no,F,52,2000,1997,deploy,driver,4
25-39,alive,unavail,belted,no,F,20,2000,1986,unavail,driver,2
10-24,alive,unavail,belted,yes,M,74,2000,1981,unavail,driver,0
25-39,dead,unavail,belted,no,F,64,2000,1994,unavail,driver,4
25-39,alive,unavail,belted,yes,F,17,2000,1991,unavail,driver,1
10-24,alive,avail,belted,no,M,78,2000,1994,deploy,driver,0
10-24,alive,unavail,belted,yes,M,58,2000,1990,unavail,driver,0
10-24,alive,unavail,belted,yes,F,55,2000,1990,unavail,pass,3
10-24,alive,avail,belted,no,M,33,2000,1998,nodeploy,driver,0
10-24,alive,avail,belted,yes,F,38,2000,1991,deploy,driver,3
10-24,alive,avail,belted,no,F,46,2000,1996,nodeploy,driver,2
25-39,alive,avail,not belted,yes,F,55,2000,1994,deploy,driver,3
10-24,alive,avail,belted,yes,F,22,2000,1994,deploy,driver,0
10-24,alive,unavail,belted,no,M,68,2000,1981,unavail,driver,0
55+,alive,avail,belted,no,F,42,2000,1994,deploy,driver,3
55+,dead,avail,belted,no,M,37,2000,1994,deploy,pass,4
25-39,alive,unavail,not belted,yes,M,66,2000,1989,unavail,driver,3
25-39,alive,unavail,belted,yes,F,35,2000,1993,unavail,driver,3
55+,alive,avail,belted,yes,M,36,2000,1999,deploy,driver,1
10-24,alive,avail,belted,yes,F,30,2000,1997,nodeploy,driver,0
25-39,alive,unavail,belted,yes,F,18,2000,1992,unavail,driver,1
10-24,dead,avail,not belted,yes,F,62,2000,2000,deploy,driver,4
25-39,alive,unavail,belted,yes,F,21,2000,1986,unavail,driver,1
10-24,alive,unavail,belted,yes,F,18,2000,1988,unavail,driver,0
25-39,alive,unavail,belted,no,F,18,2000,1986,unavail,driver,3
25-39,alive,unavail,belted,yes,F,43,2000,1984,unavail,driver,3
25-39,alive,unavail,belted,yes,M,49,2000,1993,unavail,driver,0
25-39,alive,unavail,belted,yes,F,44,2000,1993,unavail,pass,3
10-24,alive,avail,belted,yes,F,43,2000,1997,deploy,driver,0
10-24,alive,avail,belted,yes,F,16,2000,1997,deploy,pass,2
10-24,alive,unavail,belted,yes,F,50,2000,1994,unavail,driver,2
10-24,alive,avail,belted,no,M,46,2000,1996,nodeploy,driver,1
10-24,alive,unavail,belted,no,M,61,2000,1981,unavail,driver,1
10-24,alive,avail,belted,no,F,50,2000,1999,nodeploy,driver,0
10-24,alive,avail,belted,yes,F,27,2000,1996,deploy,driver,2
10-24,alive,avail,belted,yes,F,30,2000,1996,deploy,pass,2
10-24,alive,unavail,belted,no,M,18,2000,1986,unavail,driver,0
10-24,alive,unavail,belted,no,F,17,2000,1986,unavail,pass,1
40-54,dead,unavail,belted,no,F,48,2000,1993,unavail,driver,4
40-54,alive,unavail,belted,no,F,38,2000,1993,unavail,pass,3
10-24,alive,avail,belted,yes,F,48,2000,1997,deploy,driver,0
10-24,alive,avail,belted,yes,M,21,2000,1997,deploy,pass,2
25-39,alive,unavail,belted,no,M,39,2000,1989,unavail,driver,2
25-39,alive,unavail,not belted,no,F,48,2000,1989,unavail,pass,3
40-54,alive,unavail,belted,yes,F,21,2000,1989,unavail,driver,2
40-54,alive,unavail,belted,yes,F,20,2000,1989,unavail,pass,2
40-54,alive,avail,belted,no,M,53,2000,1994,nodeploy,driver,3
55+,alive,avail,belted,yes,M,24,2000,1999,deploy,driver,2
40-54,alive,avail,belted,yes,M,41,2000,1993,deploy,driver,2
40-54,alive,avail,belted,yes,F,79,2000,1998,deploy,driver,3
40-54,alive,avail,belted,yes,F,46,2000,1998,deploy,pass,3
25-39,alive,unavail,belted,yes,M,19,2000,1988,unavail,driver,3
25-39,alive,avail,belted,no,M,27,2000,1993,deploy,driver,3
10-24,alive,unavail,belted,yes,F,24,2000,1983,unavail,driver,3
10-24,alive,unavail,belted,yes,F,29,2000,1983,unavail,pass,3
25-39,alive,avail,belted,yes,F,30,2000,1999,deploy,driver,3
10-24,alive,avail,belted,yes,M,52,2000,2000,deploy,driver,0
10-24,alive,avail,belted,yes,F,45,2000,2000,deploy,pass,0
40-54,alive,avail,belted,yes,F,26,2000,1999,deploy,driver,3
40-54,dead,avail,belted,yes,F,45,2000,1993,deploy,driver,4
40-54,alive,avail,belted,yes,M,27,2000,1996,deploy,driver,1
10-24,alive,avail,belted,no,M,58,2000,1992,nodeploy,driver,3
25-39,alive,avail,belted,yes,F,51,2000,1992,deploy,driver,3
40-54,dead,unavail,not belted,yes,M,54,2000,1989,unavail,driver,4
25-39,alive,avail,belted,yes,M,37,2000,1998,deploy,driver,2
25-39,alive,avail,belted,no,M,48,2000,1998,nodeploy,driver,3
10-24,alive,avail,belted,yes,F,63,2000,1996,deploy,driver,0
10-24,alive,avail,not belted,no,M,44,2000,1997,nodeploy,driver,3
40-54,alive,avail,belted,no,F,43,2000,1991,nodeploy,driver,3
10-24,alive,avail,belted,yes,F,25,2000,1995,deploy,driver,2
10-24,alive,avail,belted,yes,M,35,2000,1995,deploy,pass,2
25-39,alive,avail,belted,no,F,74,2000,1998,nodeploy,driver,3
25-39,alive,avail,not belted,yes,M,35,2000,1999,nodeploy,driver,1
10-24,alive,unavail,belted,yes,M,32,2000,1992,unavail,driver,3
10-24,alive,unavail,belted,yes,F,53,2000,1992,unavail,pass,2
40-54,alive,unavail,belted,yes,F,23,2000,1991,unavail,driver,2
25-39,alive,avail,belted,yes,F,30,2000,1995,deploy,driver,1
55+,dead,unavail,belted,no,F,27,2000,1991,unavail,driver,4
25-39,alive,avail,belted,yes,F,38,2000,1999,deploy,driver,3
40-54,alive,unavail,not belted,yes,M,26,2000,1986,unavail,driver,0
40-54,alive,unavail,not belted,yes,F,19,2000,1986,unavail,pass,2
25-39,alive,avail,belted,no,F,39,2000,2000,nodeploy,driver,1
10-24,alive,avail,belted,no,F,40,2000,1997,nodeploy,driver,3
25-39,alive,avail,belted,no,F,46,2000,1997,nodeploy,driver,3
25-39,alive,avail,belted,yes,F,32,2000,1998,deploy,driver,3
25-39,alive,unavail,not belted,no,F,43,2000,1986,unavail,driver,3
